ID,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance
22532,1.0,0.0,0.0,0.0,0.0,0.0
22533,1.0,0.0,0.0,1.0,0.0,0.0
22534,1.0,0.0,0.0,0.0,0.0,0.0
22535,0.0,0.0,1.0,0.0,0.0,0.0
22536,0.0,1.0,0.0,0.0,0.0,0.0
22537,1.0,0.0,0.0,0.0,0.0,0.0
22538,0.0,0.0,1.0,0.0,0.0,0.0
22539,0.0,0.0,1.0,0.0,0.0,0.0
22540,0.0,0.0,1.0,0.0,0.0,0.0
22541,1.0,0.0,0.0,0.0,0.0,0.0
22542,1.0,0.0,0.0,1.0,0.0,0.0
22543,1.0,0.0,0.0,0.0,0.0,0.0
22544,1.0,0.0,0.0,0.0,0.0,0.0
22545,0.0,0.0,1.0,0.0,0.0,0.0
22546,0.0,1.0,0.0,0.0,0.0,0.0
22547,1.0,0.0,0.0,1.0,0.0,0.0
22548,0.0,1.0,0.0,0.0,0.0,0.0
22549,0.0,1.0,0.0,0.0,0.0,0.0
22550,1.0,0.0,0.0,1.0,0.0,0.0
22551,1.0,0.0,0.0,0.0,0.0,0.0
22552,0.0,1.0,0.0,0.0,0.0,0.0
22553,0.0,1.0,0.0,0.0,0.0,0.0
22554,0.0,1.0,0.0,0.0,0.0,0.0
22555,0.0,0.0,0.0,0.0,0.0,0.0
22556,1.0,0.0,0.0,0.0,0.0,0.0
22557,0.0,1.0,0.0,0.0,0.0,0.0
22558,1.0,0.0,0.0,1.0,0.0,0.0
22559,0.0,0.0,1.0,0.0,0.0,0.0
22560,0.0,1.0,0.0,0.0,0.0,0.0
22561,1.0,0.0,0.0,1.0,0.0,0.0
22562,1.0,0.0,0.0,0.0,0.0,0.0
22563,0.0,0.0,1.0,0.0,0.0,0.0
22564,1.0,0.0,0.0,0.0,0.0,0.0
22565,0.0,0.0,0.0,1.0,0.0,0.0
22566,1.0,0.0,0.0,0.0,0.0,0.0
22567,0.0,1.0,0.0,0.0,0.0,0.0
22568,0.0,1.0,0.0,0.0,0.0,0.0
22569,0.0,0.0,0.0,0.0,0.0,0.0
22570,0.0,1.0,0.0,0.0,0.0,0.0
22571,1.0,0.0,0.0,0.0,0.0,0.0
22572,0.0,0.0,1.0,0.0,0.0,0.0
22573,1.0,0.0,0.0,1.0,0.0,0.0
22574,0.0,0.0,1.0,0.0,0.0,0.0
22575,0.0,0.0,1.0,0.0,0.0,0.0
22576,1.0,0.0,0.0,0.0,0.0,0.0
22577,0.0,0.0,1.0,1.0,0.0,0.0
22578,0.0,0.0,0.0,1.0,0.0,0.0
22579,0.0,0.0,1.0,0.0,0.0,0.0
22580,0.0,0.0,0.0,0.0,0.0,0.0
22581,0.0,0.0,1.0,0.0,0.0,0.0
22582,1.0,0.0,0.0,0.0,0.0,0.0
22583,1.0,0.0,0.0,0.0,0.0,0.0
22584,1.0,0.0,0.0,0.0,0.0,0.0
22585,1.0,0.0,0.0,0.0,0.0,0.0
22586,0.0,0.0,1.0,0.0,0.0,0.0
22587,1.0,0.0,0.0,0.0,0.0,0.0
22588,0.0,0.0,1.0,0.0,0.0,0.0
22589,0.0,0.0,0.0,1.0,0.0,0.0
22590,1.0,0.0,0.0,0.0,0.0,0.0
22591,0.0,0.0,1.0,0.0,0.0,0.0
22592,0.0,0.0,1.0,0.0,0.0,0.0
22593,0.0,0.0,0.0,0.0,0.0,0.0
22594,0.0,0.0,1.0,0.0,0.0,0.0
22595,1.0,0.0,0.0,1.0,0.0,0.0
22596,0.0,1.0,0.0,0.0,0.0,0.0
22597,0.0,0.0,0.0,1.0,0.0,0.0
22598,0.0,0.0,1.0,0.0,0.0,0.0
22599,1.0,0.0,0.0,0.0,0.0,0.0
22600,0.0,0.0,1.0,0.0,0.0,0.0
22601,1.0,0.0,0.0,0.0,0.0,0.0
22602,1.0,0.0,0.0,0.0,0.0,0.0
22603,0.0,1.0,0.0,0.0,0.0,0.0
22604,1.0,0.0,0.0,0.0,0.0,0.0
22605,1.0,0.0,0.0,0.0,0.0,0.0
22606,1.0,0.0,0.0,0.0,0.0,0.0
22607,0.0,0.0,1.0,0.0,0.0,0.0
22608,0.0,0.0,1.0,0.0,0.0,0.0
22609,1.0,0.0,0.0,1.0,0.0,0.0
22610,0.0,0.0,0.0,1.0,0.0,0.0
22611,1.0,0.0,0.0,1.0,0.0,0.0
22612,1.0,0.0,0.0,1.0,0.0,0.0
22613,0.0,0.0,0.0,0.0,0.0,0.0
22614,0.0,1.0,0.0,0.0,0.0,0.0
22615,0.0,1.0,0.0,0.0,0.0,0.0
22616,0.0,1.0,0.0,0.0,0.0,0.0
22617,0.0,0.0,1.0,0.0,0.0,0.0
22618,1.0,0.0,0.0,0.0,0.0,0.0
22619,1.0,0.0,0.0,1.0,0.0,0.0
22620,1.0,0.0,0.0,0.0,0.0,0.0
22621,0.0,0.0,1.0,0.0,0.0,0.0
22622,0.0,0.0,1.0,0.0,0.0,0.0
22623,0.0,0.0,1.0,0.0,0.0,0.0
22624,0.0,0.0,1.0,0.0,0.0,0.0
22625,1.0,0.0,0.0,1.0,0.0,0.0
22626,0.0,0.0,0.0,0.0,0.0,0.0
22627,0.0,0.0,1.0,0.0,0.0,0.0
22628,1.0,0.0,0.0,1.0,0.0,0.0
22629,1.0,0.0,0.0,1.0,0.0,0.0
22630,1.0,0.0,0.0,1.0,0.0,0.0
22631,0.0,1.0,0.0,0.0,0.0,0.0
22632,1.0,0.0,0.0,1.0,0.0,0.0
22633,0.0,1.0,0.0,0.0,0.0,0.0
22634,0.0,1.0,0.0,0.0,0.0,0.0
22635,1.0,0.0,0.0,1.0,0.0,0.0
22636,0.0,1.0,0.0,0.0,0.0,0.0
22637,0.0,1.0,0.0,0.0,0.0,0.0
22638,0.0,0.0,1.0,0.0,0.0,0.0
22639,0.0,1.0,0.0,0.0,0.0,0.0
22640,0.0,1.0,0.0,0.0,0.0,0.0
22641,1.0,0.0,0.0,1.0,0.0,0.0
22642,0.0,0.0,0.0,1.0,0.0,0.0
22643,1.0,0.0,0.0,1.0,0.0,0.0
22644,1.0,0.0,0.0,1.0,0.0,0.0
22645,1.0,0.0,0.0,0.0,0.0,0.0
22646,0.0,0.0,1.0,0.0,0.0,0.0
22647,0.0,1.0,0.0,0.0,0.0,0.0
22648,1.0,0.0,0.0,1.0,0.0,0.0
22649,1.0,0.0,0.0,0.0,0.0,0.0
22650,1.0,0.0,0.0,0.0,0.0,0.0
22651,0.0,0.0,1.0,0.0,0.0,0.0
22652,0.0,1.0,0.0,0.0,0.0,0.0
22653,0.0,1.0,0.0,0.0,0.0,0.0
22654,0.0,1.0,0.0,0.0,0.0,0.0
22655,0.0,0.0,0.0,1.0,0.0,0.0
22656,0.0,0.0,0.0,1.0,0.0,0.0
22657,1.0,0.0,0.0,1.0,0.0,0.0
22658,1.0,0.0,0.0,1.0,0.0,0.0
22659,1.0,0.0,0.0,0.0,0.0,0.0
22660,1.0,0.0,0.0,1.0,0.0,0.0
22661,0.0,1.0,0.0,0.0,0.0,0.0
22662,1.0,0.0,0.0,1.0,0.0,0.0
22663,1.0,0.0,1.0,0.0,0.0,0.0
22664,0.0,1.0,0.0,0.0,0.0,0.0
22665,0.0,0.0,1.0,0.0,0.0,0.0
22666,1.0,0.0,0.0,1.0,0.0,0.0
22667,1.0,0.0,0.0,1.0,0.0,0.0
22668,0.0,1.0,0.0,0.0,0.0,0.0
22669,0.0,1.0,0.0,0.0,0.0,0.0
22670,0.0,1.0,0.0,0.0,0.0,0.0
22671,0.0,0.0,0.0,1.0,0.0,0.0
22672,1.0,0.0,0.0,0.0,0.0,0.0
22673,1.0,0.0,0.0,0.0,0.0,0.0
22674,1.0,0.0,0.0,0.0,0.0,0.0
22675,0.0,1.0,0.0,0.0,0.0,0.0
22676,0.0,0.0,1.0,0.0,0.0,0.0
22677,0.0,1.0,0.0,0.0,0.0,0.0
22678,1.0,0.0,0.0,0.0,0.0,0.0
22679,0.0,0.0,0.0,0.0,0.0,0.0
22680,0.0,1.0,0.0,0.0,0.0,0.0
22681,0.0,0.0,0.0,1.0,0.0,0.0
22682,0.0,1.0,0.0,0.0,0.0,0.0
22683,1.0,0.0,0.0,1.0,0.0,0.0
22684,1.0,0.0,0.0,0.0,0.0,0.0
22685,1.0,1.0,0.0,0.0,0.0,0.0
22686,1.0,0.0,0.0,1.0,0.0,0.0
22687,0.0,1.0,0.0,0.0,0.0,0.0
22688,0.0,1.0,0.0,0.0,0.0,0.0
22689,0.0,0.0,0.0,1.0,0.0,0.0
22690,1.0,0.0,0.0,1.0,0.0,0.0
22691,0.0,0.0,1.0,0.0,0.0,0.0
22692,0.0,1.0,0.0,0.0,0.0,0.0
22693,1.0,0.0,0.0,1.0,0.0,0.0
22694,0.0,1.0,0.0,0.0,0.0,0.0
22695,0.0,1.0,0.0,0.0,0.0,0.0
22696,0.0,0.0,0.0,1.0,0.0,0.0
22697,0.0,0.0,1.0,0.0,0.0,0.0
22698,1.0,0.0,0.0,1.0,0.0,0.0
22699,1.0,0.0,0.0,0.0,0.0,0.0
22700,0.0,1.0,0.0,0.0,0.0,0.0
22701,1.0,0.0,0.0,0.0,0.0,0.0
22702,0.0,0.0,0.0,1.0,0.0,0.0
22703,1.0,0.0,1.0,0.0,0.0,0.0
22704,0.0,0.0,1.0,0.0,0.0,0.0
22705,0.0,1.0,0.0,0.0,0.0,0.0
22706,0.0,0.0,0.0,0.0,0.0,0.0
22707,0.0,0.0,0.0,0.0,0.0,0.0
22708,1.0,0.0,0.0,0.0,0.0,0.0
22709,0.0,0.0,1.0,0.0,0.0,0.0
22710,0.0,1.0,0.0,0.0,0.0,0.0
22711,0.0,1.0,0.0,0.0,0.0,0.0
22712,1.0,0.0,1.0,0.0,0.0,0.0
22713,1.0,0.0,0.0,0.0,0.0,0.0
22714,1.0,0.0,0.0,1.0,0.0,0.0
22715,1.0,0.0,0.0,1.0,0.0,0.0
22716,1.0,0.0,0.0,1.0,0.0,0.0
22717,1.0,0.0,0.0,0.0,0.0,0.0
22718,0.0,0.0,1.0,0.0,0.0,0.0
22719,0.0,0.0,0.0,0.0,0.0,0.0
22720,1.0,0.0,0.0,0.0,0.0,0.0
22721,0.0,0.0,1.0,1.0,0.0,0.0
22722,1.0,0.0,0.0,1.0,0.0,0.0
22723,1.0,0.0,0.0,0.0,0.0,0.0
22724,0.0,1.0,0.0,0.0,0.0,0.0
22725,0.0,1.0,0.0,0.0,0.0,0.0
22726,0.0,1.0,0.0,0.0,0.0,0.0
22727,1.0,0.0,1.0,0.0,0.0,0.0
22728,0.0,0.0,0.0,0.0,0.0,0.0
22729,0.0,0.0,1.0,0.0,0.0,0.0
22730,0.0,0.0,1.0,1.0,0.0,0.0
22731,0.0,0.0,1.0,0.0,0.0,0.0
22732,1.0,0.0,0.0,0.0,0.0,0.0
22733,0.0,0.0,0.0,0.0,0.0,0.0
22734,1.0,0.0,0.0,0.0,0.0,0.0
22735,0.0,1.0,0.0,0.0,0.0,0.0
22736,1.0,0.0,0.0,1.0,0.0,0.0
22737,0.0,1.0,0.0,0.0,0.0,0.0
22738,1.0,0.0,0.0,0.0,0.0,0.0
22739,0.0,0.0,0.0,1.0,0.0,0.0
22740,1.0,0.0,0.0,0.0,0.0,0.0
22741,0.0,0.0,1.0,0.0,0.0,0.0
22742,1.0,0.0,0.0,0.0,0.0,0.0
22743,0.0,0.0,1.0,0.0,0.0,0.0
22744,1.0,0.0,0.0,1.0,0.0,0.0
22745,0.0,0.0,1.0,0.0,0.0,0.0
22746,1.0,0.0,0.0,0.0,0.0,0.0
22747,0.0,0.0,1.0,0.0,0.0,0.0
22748,0.0,1.0,0.0,0.0,0.0,0.0
22749,1.0,0.0,0.0,1.0,0.0,0.0
22750,1.0,0.0,0.0,1.0,0.0,0.0
22751,1.0,0.0,0.0,1.0,0.0,0.0
22752,1.0,0.0,0.0,1.0,0.0,0.0
22753,1.0,0.0,0.0,0.0,0.0,0.0
22754,0.0,1.0,0.0,0.0,0.0,0.0
22755,0.0,1.0,0.0,0.0,0.0,0.0
22756,0.0,0.0,1.0,0.0,0.0,0.0
22757,0.0,0.0,1.0,0.0,0.0,0.0
22758,1.0,0.0,0.0,0.0,0.0,0.0
22759,0.0,0.0,1.0,0.0,0.0,0.0
22760,0.0,0.0,1.0,0.0,0.0,0.0
22761,0.0,1.0,0.0,0.0,0.0,0.0
22762,0.0,1.0,0.0,0.0,0.0,0.0
22763,1.0,0.0,0.0,1.0,0.0,0.0
22764,0.0,0.0,0.0,1.0,0.0,0.0
22765,0.0,1.0,0.0,0.0,0.0,0.0
22766,1.0,0.0,0.0,0.0,0.0,0.0
22767,1.0,0.0,0.0,0.0,0.0,0.0
22768,1.0,0.0,0.0,0.0,0.0,0.0
22769,1.0,0.0,0.0,0.0,0.0,0.0
22770,1.0,0.0,0.0,0.0,0.0,0.0
22771,1.0,0.0,0.0,0.0,0.0,0.0
22772,1.0,0.0,0.0,1.0,0.0,0.0
22773,0.0,1.0,0.0,0.0,0.0,0.0
22774,0.0,1.0,0.0,0.0,0.0,0.0
22775,0.0,0.0,1.0,0.0,0.0,0.0
22776,0.0,0.0,1.0,0.0,0.0,0.0
22777,1.0,0.0,0.0,1.0,0.0,0.0
22778,0.0,1.0,0.0,0.0,0.0,0.0
22779,1.0,0.0,0.0,1.0,0.0,0.0
22780,0.0,0.0,1.0,0.0,0.0,0.0
22781,0.0,0.0,0.0,0.0,0.0,0.0
22782,0.0,1.0,0.0,0.0,0.0,0.0
22783,0.0,0.0,1.0,0.0,0.0,0.0
22784,0.0,1.0,0.0,0.0,0.0,0.0
22785,0.0,1.0,0.0,0.0,0.0,0.0
22786,0.0,1.0,0.0,0.0,0.0,0.0
22787,1.0,0.0,0.0,1.0,0.0,0.0
22788,0.0,0.0,0.0,1.0,0.0,0.0
22789,1.0,0.0,0.0,0.0,0.0,0.0
22790,1.0,0.0,0.0,1.0,0.0,0.0
22791,1.0,0.0,0.0,0.0,0.0,0.0
22792,0.0,1.0,0.0,0.0,0.0,0.0
22793,1.0,0.0,0.0,1.0,0.0,0.0
22794,1.0,0.0,0.0,0.0,0.0,0.0
22795,0.0,0.0,1.0,0.0,0.0,0.0
22796,1.0,0.0,0.0,0.0,0.0,0.0
22797,0.0,1.0,0.0,0.0,0.0,0.0
22798,0.0,0.0,1.0,0.0,0.0,0.0
22799,1.0,0.0,0.0,0.0,0.0,0.0
22800,1.0,0.0,0.0,0.0,0.0,0.0
22801,0.0,1.0,0.0,0.0,0.0,0.0
22802,1.0,0.0,0.0,0.0,0.0,0.0
22803,1.0,0.0,0.0,1.0,0.0,0.0
22804,0.0,1.0,0.0,0.0,0.0,0.0
22805,1.0,0.0,1.0,0.0,0.0,0.0
22806,1.0,0.0,0.0,1.0,0.0,0.0
22807,0.0,1.0,0.0,0.0,0.0,0.0
22808,0.0,1.0,0.0,0.0,0.0,0.0
22809,0.0,1.0,0.0,0.0,0.0,0.0
22810,1.0,0.0,0.0,1.0,0.0,0.0
22811,1.0,0.0,0.0,0.0,0.0,0.0
22812,0.0,0.0,1.0,1.0,0.0,0.0
22813,0.0,0.0,1.0,1.0,0.0,0.0
22814,0.0,1.0,0.0,0.0,0.0,0.0
22815,1.0,0.0,0.0,0.0,0.0,0.0
22816,1.0,0.0,0.0,0.0,0.0,0.0
22817,1.0,0.0,0.0,1.0,0.0,0.0
22818,0.0,0.0,1.0,0.0,0.0,0.0
22819,0.0,1.0,0.0,0.0,0.0,0.0
22820,0.0,0.0,0.0,1.0,0.0,0.0
22821,0.0,0.0,0.0,1.0,0.0,0.0
22822,1.0,0.0,0.0,0.0,0.0,0.0
22823,0.0,1.0,0.0,0.0,0.0,0.0
22824,1.0,0.0,1.0,0.0,0.0,0.0
22825,1.0,0.0,0.0,1.0,0.0,0.0
22826,0.0,0.0,1.0,0.0,0.0,0.0
22827,0.0,0.0,1.0,0.0,0.0,0.0
22828,0.0,0.0,0.0,1.0,0.0,0.0
22829,0.0,1.0,0.0,0.0,0.0,0.0
22830,0.0,1.0,0.0,0.0,0.0,0.0
22831,1.0,0.0,0.0,1.0,0.0,0.0
22832,1.0,0.0,0.0,0.0,0.0,0.0
22833,0.0,1.0,0.0,0.0,0.0,0.0
22834,0.0,1.0,0.0,0.0,0.0,0.0
22835,0.0,1.0,0.0,0.0,0.0,0.0
22836,0.0,0.0,0.0,0.0,0.0,0.0
22837,1.0,0.0,0.0,0.0,0.0,0.0
22838,0.0,0.0,0.0,0.0,0.0,0.0
22839,0.0,0.0,1.0,0.0,0.0,0.0
22840,1.0,0.0,0.0,1.0,0.0,0.0
22841,0.0,0.0,1.0,0.0,0.0,0.0
22842,0.0,0.0,0.0,0.0,0.0,0.0
22843,1.0,0.0,0.0,0.0,0.0,0.0
22844,0.0,0.0,0.0,1.0,0.0,0.0
22845,1.0,0.0,0.0,0.0,0.0,0.0
22846,0.0,0.0,0.0,0.0,0.0,0.0
22847,0.0,0.0,0.0,0.0,0.0,0.0
22848,1.0,0.0,0.0,0.0,0.0,0.0
22849,1.0,0.0,0.0,0.0,0.0,0.0
22850,1.0,0.0,0.0,1.0,0.0,0.0
22851,1.0,0.0,0.0,1.0,0.0,0.0
22852,0.0,1.0,0.0,0.0,0.0,0.0
22853,0.0,1.0,0.0,0.0,0.0,0.0
22854,1.0,0.0,0.0,0.0,0.0,0.0
22855,1.0,0.0,0.0,0.0,0.0,0.0
22856,0.0,1.0,0.0,0.0,0.0,0.0
22857,0.0,1.0,0.0,0.0,0.0,0.0
22858,0.0,0.0,0.0,1.0,0.0,0.0
22859,0.0,0.0,1.0,0.0,0.0,0.0
22860,0.0,1.0,0.0,0.0,0.0,0.0
22861,1.0,0.0,0.0,1.0,0.0,0.0
22862,0.0,0.0,1.0,0.0,0.0,0.0
22863,0.0,1.0,0.0,0.0,0.0,0.0
22864,0.0,1.0,0.0,0.0,0.0,0.0
22865,0.0,1.0,0.0,0.0,0.0,0.0
22866,0.0,1.0,0.0,0.0,0.0,0.0
22867,0.0,0.0,0.0,0.0,0.0,0.0
22868,1.0,0.0,0.0,0.0,0.0,0.0
22869,1.0,0.0,0.0,1.0,0.0,0.0
22870,0.0,1.0,0.0,0.0,0.0,0.0
22871,1.0,0.0,0.0,1.0,0.0,0.0
22872,0.0,1.0,0.0,0.0,0.0,0.0
22873,0.0,0.0,0.0,1.0,0.0,0.0
22874,1.0,0.0,0.0,0.0,0.0,0.0
22875,0.0,0.0,1.0,0.0,0.0,0.0
22876,0.0,1.0,0.0,0.0,0.0,0.0
22877,0.0,0.0,0.0,1.0,0.0,0.0
22878,1.0,0.0,0.0,1.0,0.0,0.0
22879,1.0,0.0,0.0,0.0,0.0,0.0
22880,1.0,0.0,0.0,1.0,0.0,0.0
22881,1.0,0.0,0.0,0.0,0.0,0.0
22882,0.0,0.0,1.0,0.0,0.0,0.0
22883,1.0,0.0,0.0,1.0,0.0,0.0
22884,1.0,0.0,0.0,1.0,0.0,0.0
22885,1.0,0.0,0.0,1.0,0.0,0.0
22886,1.0,0.0,0.0,0.0,0.0,0.0
22887,0.0,1.0,0.0,0.0,0.0,0.0
22888,1.0,0.0,0.0,1.0,0.0,0.0
22889,1.0,0.0,0.0,0.0,0.0,0.0
22890,0.0,1.0,0.0,0.0,0.0,0.0
22891,1.0,0.0,0.0,0.0,0.0,0.0
22892,0.0,1.0,0.0,0.0,0.0,0.0
22893,1.0,0.0,0.0,1.0,0.0,0.0
22894,0.0,0.0,1.0,0.0,0.0,0.0
22895,0.0,0.0,0.0,1.0,0.0,0.0
22896,0.0,0.0,1.0,0.0,0.0,0.0
22897,0.0,1.0,0.0,0.0,0.0,0.0
22898,1.0,0.0,0.0,1.0,0.0,0.0
22899,1.0,0.0,0.0,0.0,0.0,0.0
22900,1.0,0.0,0.0,1.0,0.0,0.0
22901,0.0,0.0,1.0,0.0,0.0,0.0
22902,1.0,0.0,0.0,0.0,0.0,0.0
22903,1.0,0.0,0.0,1.0,0.0,0.0
22904,1.0,0.0,0.0,0.0,0.0,0.0
22905,1.0,0.0,0.0,1.0,0.0,0.0
22906,1.0,0.0,0.0,1.0,0.0,0.0
22907,1.0,0.0,0.0,1.0,0.0,0.0
22908,1.0,0.0,0.0,0.0,0.0,0.0
22909,1.0,0.0,0.0,1.0,0.0,0.0
22910,0.0,1.0,0.0,0.0,0.0,0.0
22911,0.0,1.0,0.0,0.0,0.0,0.0
22912,1.0,0.0,0.0,0.0,0.0,0.0
22913,0.0,1.0,0.0,0.0,0.0,0.0
22914,1.0,0.0,0.0,0.0,0.0,0.0
22915,1.0,0.0,0.0,1.0,0.0,0.0
22916,0.0,0.0,1.0,0.0,0.0,0.0
22917,0.0,1.0,0.0,0.0,0.0,0.0
22918,1.0,0.0,0.0,0.0,0.0,0.0
22919,0.0,0.0,1.0,1.0,0.0,0.0
22920,0.0,0.0,1.0,0.0,0.0,0.0
22921,0.0,0.0,0.0,1.0,0.0,0.0
22922,1.0,0.0,0.0,1.0,0.0,0.0
22923,1.0,0.0,0.0,1.0,0.0,0.0
22924,0.0,0.0,1.0,0.0,0.0,0.0
22925,1.0,0.0,0.0,0.0,0.0,0.0
22926,0.0,0.0,1.0,0.0,0.0,0.0
22927,1.0,0.0,0.0,0.0,0.0,0.0
22928,1.0,0.0,0.0,1.0,0.0,0.0
22929,1.0,0.0,0.0,1.0,0.0,0.0
22930,0.0,0.0,1.0,1.0,0.0,0.0
22931,0.0,1.0,0.0,0.0,0.0,0.0
22932,1.0,0.0,0.0,1.0,0.0,0.0
22933,1.0,0.0,0.0,0.0,0.0,0.0
22934,0.0,1.0,0.0,0.0,0.0,0.0
22935,1.0,0.0,0.0,0.0,0.0,0.0
22936,1.0,0.0,0.0,1.0,0.0,0.0
22937,0.0,0.0,1.0,0.0,0.0,0.0
22938,0.0,0.0,1.0,0.0,0.0,0.0
22939,1.0,0.0,0.0,0.0,0.0,0.0
22940,1.0,0.0,0.0,0.0,0.0,0.0
22941,1.0,0.0,0.0,0.0,0.0,0.0
22942,1.0,0.0,0.0,1.0,0.0,0.0
22943,0.0,0.0,1.0,0.0,0.0,0.0
22944,1.0,0.0,0.0,0.0,0.0,0.0
22945,1.0,0.0,1.0,0.0,0.0,0.0
22946,0.0,0.0,1.0,1.0,0.0,0.0
22947,0.0,1.0,0.0,0.0,0.0,0.0
22948,0.0,0.0,1.0,1.0,0.0,0.0
22949,1.0,0.0,0.0,0.0,0.0,0.0
22950,1.0,0.0,0.0,0.0,0.0,0.0
22951,1.0,0.0,0.0,1.0,0.0,0.0
22952,1.0,0.0,0.0,0.0,0.0,0.0
22953,1.0,0.0,0.0,0.0,0.0,0.0
22954,0.0,1.0,0.0,0.0,0.0,0.0
22955,1.0,0.0,0.0,1.0,0.0,0.0
22956,1.0,0.0,1.0,0.0,0.0,0.0
22957,1.0,0.0,0.0,0.0,0.0,0.0
22958,1.0,0.0,0.0,1.0,0.0,0.0
22959,0.0,1.0,0.0,0.0,0.0,0.0
22960,0.0,1.0,0.0,0.0,0.0,0.0
22961,1.0,0.0,0.0,0.0,0.0,0.0
22962,1.0,0.0,0.0,1.0,0.0,0.0
22963,0.0,0.0,1.0,0.0,0.0,0.0
22964,1.0,0.0,0.0,0.0,0.0,0.0
22965,0.0,1.0,0.0,0.0,0.0,0.0
22966,0.0,1.0,0.0,0.0,0.0,0.0
22967,1.0,0.0,0.0,0.0,0.0,0.0
22968,1.0,0.0,0.0,0.0,0.0,0.0
22969,1.0,0.0,0.0,0.0,0.0,0.0
22970,0.0,1.0,0.0,0.0,0.0,0.0
22971,1.0,0.0,0.0,0.0,0.0,0.0
22972,1.0,0.0,0.0,1.0,0.0,0.0
22973,0.0,1.0,0.0,0.0,0.0,0.0
22974,0.0,0.0,1.0,0.0,0.0,0.0
22975,1.0,0.0,0.0,0.0,0.0,0.0
22976,1.0,0.0,0.0,0.0,0.0,0.0
22977,0.0,0.0,1.0,0.0,0.0,0.0
22978,0.0,0.0,1.0,1.0,0.0,0.0
22979,0.0,1.0,0.0,0.0,0.0,0.0
22980,1.0,0.0,0.0,0.0,0.0,0.0
22981,0.0,0.0,1.0,1.0,0.0,0.0
22982,0.0,1.0,0.0,0.0,0.0,0.0
22983,0.0,1.0,0.0,0.0,0.0,0.0
22984,0.0,0.0,1.0,0.0,0.0,0.0
22985,0.0,1.0,0.0,0.0,0.0,0.0
22986,1.0,0.0,0.0,0.0,0.0,0.0
22987,0.0,1.0,0.0,0.0,0.0,0.0
22988,1.0,0.0,0.0,1.0,0.0,0.0
22989,0.0,1.0,0.0,0.0,0.0,0.0
22990,1.0,0.0,0.0,0.0,0.0,0.0
22991,0.0,1.0,0.0,0.0,0.0,0.0
22992,1.0,0.0,0.0,0.0,0.0,0.0
22993,0.0,0.0,1.0,1.0,0.0,0.0
22994,0.0,0.0,0.0,1.0,0.0,0.0
22995,1.0,0.0,0.0,0.0,0.0,0.0
22996,0.0,1.0,0.0,0.0,0.0,0.0
22997,1.0,0.0,0.0,1.0,0.0,0.0
22998,0.0,1.0,0.0,0.0,0.0,0.0
22999,1.0,0.0,0.0,0.0,0.0,0.0
23000,0.0,0.0,1.0,0.0,0.0,0.0
23001,1.0,0.0,0.0,0.0,0.0,0.0
23002,1.0,0.0,0.0,0.0,0.0,0.0
23003,0.0,1.0,0.0,0.0,0.0,0.0
23004,1.0,0.0,0.0,1.0,0.0,0.0
23005,1.0,0.0,0.0,1.0,0.0,0.0
23006,0.0,0.0,0.0,0.0,0.0,0.0
23007,0.0,0.0,1.0,0.0,0.0,0.0
23008,0.0,1.0,0.0,0.0,0.0,0.0
23009,0.0,0.0,0.0,0.0,0.0,0.0
23010,1.0,0.0,0.0,0.0,0.0,0.0
23011,0.0,1.0,0.0,0.0,0.0,0.0
23012,1.0,0.0,0.0,1.0,0.0,0.0
23013,1.0,0.0,0.0,1.0,0.0,0.0
23014,1.0,1.0,0.0,0.0,0.0,0.0
23015,0.0,1.0,0.0,0.0,0.0,0.0
23016,0.0,1.0,0.0,0.0,0.0,0.0
23017,0.0,1.0,0.0,0.0,0.0,0.0
23018,1.0,0.0,0.0,1.0,0.0,0.0
23019,1.0,0.0,0.0,0.0,0.0,0.0
23020,0.0,1.0,0.0,0.0,0.0,0.0
23021,0.0,1.0,0.0,0.0,0.0,0.0
23022,1.0,0.0,0.0,1.0,0.0,0.0
23023,0.0,0.0,1.0,0.0,0.0,0.0
23024,1.0,0.0,0.0,0.0,0.0,0.0
23025,0.0,0.0,0.0,1.0,0.0,0.0
23026,1.0,0.0,0.0,0.0,0.0,0.0
23027,1.0,0.0,0.0,0.0,0.0,0.0
23028,0.0,0.0,0.0,0.0,0.0,0.0
23029,1.0,0.0,0.0,0.0,0.0,0.0
23030,1.0,0.0,0.0,1.0,0.0,0.0
23031,0.0,0.0,0.0,1.0,0.0,0.0
23032,0.0,0.0,1.0,0.0,0.0,0.0
23033,1.0,0.0,0.0,0.0,0.0,0.0
23034,0.0,1.0,0.0,0.0,0.0,0.0
23035,1.0,0.0,0.0,1.0,0.0,0.0
23036,1.0,0.0,0.0,1.0,0.0,0.0
23037,0.0,0.0,1.0,0.0,0.0,0.0
23038,0.0,1.0,0.0,0.0,0.0,0.0
23039,1.0,0.0,0.0,1.0,0.0,0.0
23040,1.0,0.0,0.0,0.0,0.0,0.0
23041,1.0,0.0,0.0,0.0,0.0,0.0
23042,0.0,1.0,0.0,0.0,0.0,0.0
23043,1.0,0.0,1.0,0.0,0.0,0.0
23044,1.0,0.0,0.0,0.0,0.0,0.0
23045,0.0,0.0,0.0,0.0,0.0,0.0
23046,0.0,1.0,0.0,0.0,0.0,0.0
23047,0.0,1.0,0.0,0.0,0.0,0.0
